"5386749","5386760","5386219","5386755","5386865","5386757","5386320","5386885","5386001","5386568","5386569","5386573","5386571"
0,1.86418451385777e-07,3.63632244612053e-07,2.75711315376328e-07,4.61651999325175e-09,7.95150856694829e-09,5.24638133969341e-09,1.4521676508286e-08,4.39996285953234e-08,1.03051837119881e-08,1.77765784149156e-08,5.27456948876041e-09,8.43967180760422e-09
9.48814487050205e-08,0,2.3611038955017e-07,1.82652157534247e-07,3.32916422530165e-09,5.85080118496485e-09,3.78781770833333e-09,5.97737250265546e-08,4.95392159305594e-09,7.08100594526677e-09,1.2213077583106e-08,3.54390422954202e-09,5.61236717041533e-09
8.41999130098942e-08,1.07592447865313e-07,0,2.7042131907034e-08,2.63575400442188e-09,4.53802825809763e-09,2.99886410428898e-09,8.0713188587811e-09,4.19391576629847e-09,5.70573205378501e-09,9.88416582986122e-09,2.92782374198203e-09,4.63324782537479e-09
8.31396582228862e-08,1.08145085030236e-07,3.50722012026381e-08,0,2.82596264123921e-09,4.92206277646317e-09,3.19938666014351e-09,5.4203347773448e-08,2.70637720204473e-08,6.45531446098712e-09,1.11149454078115e-08,3.29317279182116e-09,5.32745971016492e-09
5.58969262404421e-08,8.12017030209734e-08,1.41068204379418e-07,1.17167877558873e-07,0,2.74397602184021e-07,1.29869217526908e-07,4.57107989629979e-08,2.01695601373121e-08,2.19550564511913e-07,6.70457188033932e-08,2.17402989228223e-08,2.98590383314511e-08
3.06547922475558e-08,4.44252732905941e-08,7.77377210057172e-08,6.39427879021087e-08,8.16536025877338e-08,0,1.23683925411774e-08,2.48703747348574e-08,1.10359330255119e-08,1.24228448227687e-07,3.71189428524325e-08,1.25221176765375e-08,1.65345060303284e-08
7.62461983339738e-08,1.11172336639451e-07,1.93921196619985e-07,1.60212672387256e-07,1.53715156241268e-07,4.83665545894149e-08,0,3.60857979395556e-07,2.6895182843266e-08,2.56592985648797e-07,5.03563554749558e-07,2.47041808144541e-08,3.65347362891569e-08
4.47898207707177e-08,3.53260135284528e-07,1.11017649774814e-07,5.52560048022164e-07,1.13693745073962e-08,2.02575547773442e-08,7.18625617559524e-08,0,9.76052698804556e-08,2.63088254042078e-08,2.7988651348131e-07,1.3651712884105e-08,2.20081255434767e-08
3.96249183504626e-07,8.56939941412212e-08,1.64195861109604e-07,8.05255417115592e-07,1.43079985960301e-08,2.47017503288762e-08,1.5955039556833e-08,2.85299351776819e-07,0,3.54404941079125e-08,3.69084986548665e-07,1.88279833060996e-08,1.87994479972183e-07
6.99349430355425e-08,9.50054299317342e-08,1.71365415225852e-07,1.49780165384023e-07,1.35535508581296e-07,2.62644523882174e-07,1.29766605613992e-07,6.02442334739894e-08,2.84324958775052e-08,0,6.32882891699889e-07,2.91466456828923e-07,3.79693758976525e-07
2.33778917612703e-08,3.22867318017368e-08,5.76954675637946e-08,5.02072869016469e-08,7.26052436812215e-09,1.30828691345351e-08,4.24285738645629e-08,1.20242247440587e-07,5.42999553409707e-08,1.03400066969879e-07,0,1.04126434704263e-08,9.50021690216126e-08
7.20721409178072e-09,9.93801578362789e-09,1.78630287932676e-08,1.54655769585963e-08,2.62050205502956e-09,4.69741639672882e-09,2.46561188233855e-09,6.24376262595282e-09,3.18820608065587e-09,5.01405380304186e-08,1.05618528371452e-08,0,5.09653810816946e-08
2.49819397676347e-08,3.29544707678118e-08,6.10015761563923e-08,5.34985210866554e-08,7.35834561371712e-09,1.26726847819717e-08,7.48735117009132e-09,2.06745824064777e-08,5.96861674183312e-08,1.37741136000231e-07,2.10544865224364e-07,1.08490451405271e-07,0
