"5366682","5366170","5366440","5366045","5366594","5366400","5366075","5366001","5366383","5366687","5366088","5366572","5366456","5366318"
0,1.50893432580738e-07,4.80562045749135e-07,8.62937632526674e-08,4.73982592012859e-08,5.73778762857396e-08,2.58672303840853e-07,6.73335578476898e-08,1.79584363380911e-07,1.04251508588713e-07,6.01760676966498e-08,1.01333064083694e-07,8.91651920813557e-08,1.04404558193378e-07
1.13943158911599e-06,0,1.37707547954531e-06,2.48784617460257e-07,1.31081365601434e-07,1.67722660278068e-07,7.63275353241173e-07,1.84705115509635e-07,5.25187029153495e-07,3.01969573612634e-07,1.72205868946939e-07,2.89568189455984e-07,2.50027455419429e-07,2.92726693259269e-07
1.26772651532373e-07,4.80863658141037e-08,0,3.18023255231066e-08,1.62757566978102e-08,1.20818975162274e-07,9.45358907571571e-08,2.01026329695844e-08,6.54128342433822e-08,3.77450294871471e-08,2.16156483379219e-08,3.68239890313242e-08,3.16395695819559e-08,3.68783481955768e-08
1.67042884575888e-08,6.35729270344954e-09,2.03560568647016e-08,0,1.35470103639033e-08,1.50791184962221e-08,7.61692821796639e-08,2.57523426863246e-09,5.66257450585944e-08,2.03046617748993e-07,1.11569906099853e-07,2.12183634401904e-07,2.87474027336818e-08,3.17343731429674e-08
2.81295793506493e-08,1.02595390790749e-08,3.17916262344154e-08,4.19492886723665e-08,0,2.27340574939766e-08,1.08101753364073e-07,4.18146469003947e-09,7.91471012549095e-08,4.62402768426097e-08,3.05548720558618e-08,5.50067438626921e-08,5.00884730703299e-08,3.53468994431707e-07
3.14695763928315e-08,1.22518703262919e-08,2.17043097135317e-07,4.29917163139664e-08,2.09077285130489e-08,0,7.58746788124536e-07,2.58129590434177e-08,9.06050360507073e-08,3.26857114912469e-07,2.85492048628062e-08,4.96827176991024e-08,4.18768748520417e-08,4.77546953232616e-08
6.61709633067949e-09,2.56226758056349e-09,8.00091929557895e-09,1.00544251752879e-08,4.66218116738125e-09,3.58605681143395e-08,0,5.43311623171581e-09,1.30766216815148e-07,7.75832398899657e-08,6.53515130553025e-09,1.18157552771993e-08,9.7027530905446e-09,1.08144360319291e-08
2.70972496228026e-06,9.9025817721566e-07,3.09997870604362e-06,5.53650270943422e-07,2.94058439062647e-07,2.20779513995536e-06,1.02501432092141e-05,0,1.20274939425871e-06,6.88641840700699e-07,3.80790674416904e-07,6.5948186280198e-07,5.60680746196737e-07,6.47105670147037e-07
7.9152812366553e-09,3.04847705053825e-09,9.6486760399862e-09,1.29757814463731e-08,5.89242425568184e-09,7.3542485205889e-09,2.21286414273752e-07,1.24813292895287e-09,0,9.8197882595843e-08,8.33542883570538e-09,1.56375530569992e-08,1.26216505850334e-08,1.38381311712261e-08
1.4895796275192e-08,5.731227801933e-09,1.81575047325084e-08,1.42538203273091e-07,1.11446118559424e-08,8.02108890288101e-08,4.0107915432434e-07,2.31621496517297e-09,3.00190117955104e-07,0,1.57628009360368e-08,2.84286537721618e-08,2.33097768159206e-08,2.60113131211609e-08
2.606196678242e-08,9.80451507755136e-09,3.13299572908604e-08,2.53122049760208e-07,2.21545023349569e-08,2.2587422650859e-08,1.11627544913807e-07,3.95309710123055e-09,8.15393169843855e-08,4.70444886908681e-08,0,3.2233145876466e-07,2.73803953983079e-07,3.02775141773867e-07
1.03203613908703e-08,3.9285513196609e-09,1.21296768372856e-08,1.07784801703216e-07,9.33031383376921e-09,9.21674456184177e-09,4.65214046126583e-08,1.59849476433713e-09,3.56945509467701e-08,1.9942156871101e-08,7.27818200342713e-08,0,1.3159817953785e-07,2.22374285880943e-08
1.35392202935048e-08,5.10229234603229e-09,1.57239912996447e-08,2.31618333205626e-08,1.30188203363245e-08,1.17233877149156e-08,5.79731382217962e-08,2.07165615741816e-09,4.38050700258645e-08,2.49946614391954e-08,9.50703169994644e-08,2.01815408709389e-07,0,1.81301212066281e-07
1.58241221238342e-08,5.84918058411256e-09,1.82898882148885e-08,2.51619074531462e-08,8.96446976870801e-08,1.32326010163059e-08,6.38316892524932e-08,2.37809525655909e-09,4.72675014848166e-08,2.73915312182832e-08,1.06124669689286e-07,3.35198718285401e-08,1.82763783736591e-07,0
